name,message,love_count,wow_count,haha_count,sad_count,angry_count
Mothers of slain men knock Sanders for 'ghetto' comment,"Bernie Sanders 'is wrong to suggest that the concept of the ghetto is inextricably connected to Black America,' says Sybrina Fulton, mother of Trayvon Martin.",53,25,100,14,164
Poll: Is Donald Trump losing steam?,Is Donald J. Trump losing steam?,208,30,403,6,35
"Trump and the small hands equals small manhood myth, or reality?",Is there a real connection between hand size and penis size? We decided to investigate what the science says on the matter...,22,56,487,22,455
Will U.S. democracy commit suicide? (via CNN Opinion),"Autocrats around the world watching America will no doubt find some comfort in the turmoil, writes Frida Ghitis for CNN Opinion.",11,6,54,28,56
B-52 bombers to take on ISIS,"American B-52 bombers are 'ready and able' to strike #ISIS targets in Iraq and Syria, a top Air Force official confirms.",180,156,38,13,14
Poll: Clinton continues to lead Sanders nationally,"Hillary Clinton holds a 9-point lead over Bernie Sanders nationally, a new poll shows.",246,18,43,245,193
Kim Kardashian nudes spark celeb feuds,"'If Kim wants us to see a part of her we've never seen, she's gonna have to swallow the camera.' -- Bette Midler on Kim Kardashian West",312,44,2097,24,73
Starbucks recalls two food products,"Recall alert! A Starbucks breakfast sandwich and a cheese-and-fruit box, because of listeria or allergen concerns.",8,134,9,19,53
Super Tuesday 2: Live results and updates,BREAKING: CNN projects Hillary Clinton will win the Mississippi Democratic Primary.,464,31,27,71,588
Chipotle store closes for 'full sanitation' amid norovirus outbreak in Massachusetts,Chipotle Mexican Grill said four workers reported not feeling well.,9,101,38,13,17
Second Wachowski sibling comes out as transgender,"The second half of the directing duo known as the Wachowskis, creators of 'The Matrix' trilogy, issued a statement: 'WACHOWSKI BROTHERS NOW SISTERS!!!'",213,136,26,12,18
Meldonium: the drug that got Maria Sharapova suspended,Suspended Russian tennis champ Maria Sharapova admits she made a 'huge mistake' by taking a banned drug called meldonium. But what does it do?,12,94,22,240,22
North Korea claims to have nuclear warheads that can fit on missiles,North Korea claims it has miniaturized nuclear warheads to fit on ballistic missiles.,8,81,176,16,68
Opinion: It's getting harder to believe Donald Trump can be beaten,"While the prospect of a brokered convention remains a real one, Tuesday made it look less likely, says Timothy Stanley.",94,6,29,22,183
"CNN/ORC Poll: Trump, Clinton leading in Florida, Ohio","Donald J. Trump is leading two of his Republican presidential rivals in their home states, a new poll says.",105,11,25,16,159
What went wrong for Hillary Clinton in Michigan?,Michigan was supposed to be a clean victory for Hillary Clinton...,77,29,396,23,26
"(Opinion) America, wake up to the Donald Trump menace","'That many fellow Americans have been willing to vote in primaries for [ Donald J. Trump ], a protofascist hatemonger, is depressing' writes Sally Kohn for CNN Opinion. http://cnn.it/1p7Nb7g",95,24,67,262,402
50 Cent: I used fake bundles of money in Instagram photos,"Photos show him lounging on a bed with wads of bills, but amid his bankruptcy case, 50 Cent told the court it's all fake.",34,46,830,16,114
Marco Rubio says he's not 'proud' of Donald Trump attacks,"Marco Rubio said 'my kids were embarrassed' by the personal attacks, which included Donald J. Trump's hand (penis) size.",17,21,231,40,34
Donald Trump: 'It's over' if I win Ohio and Florida,"Donald J. Trump likened the presidential race to a boxing match, saying that victories in next week's Ohio and Florida primaries would give him the knockout blow.",140,21,39,30,338
Pro-gun activist is shot by 4-year-old son,"'He shot straight through. ' The Florida pro-gun activist was accidentally shot by her 4-year-old son, authorities say.",64,205,1172,270,88
Salmonella outbreak linked to pistachios,"Recall alert: At least 11 people in nine states have been infected in a salmonella outbreak linked to pistachios, the CDC says.",13,685,16,348,86
Woman hides child in carry-on bag,The child was spotted exiting the bag.,7,290,103,25,44
Pro-gun activist accidentally shot by 4-year-old son,She had bragged about her son on Facebook: 'Even my 4 year old gets jacked up to target shoot with the .22.',8,56,340,96,52
Donald Trump: 'I think Islam hates us',Donald J. Trump deplored the 'tremendous hatred' that he said partly defined the religion.,91,51,275,50,612
Climate change: Kids sue on behalf of the future,Nearly two dozen kids are suing the U.S. government -- and President Obama -- for failing to act rapidly to stop climate change.,212,28,204,7,20
U.S. sends 3 B-2 bombers to Asia-Pacific,The U.S. Air Force has sent three of its B-2 stealth bombers on a deployment to Asia and Pacific,109,189,9,17,21
"'Chumlee' from 'Pawn Stars' arrested on weapon, drug charges","Austin Russell, known as 'Chumlee' on Pawn Stars on History, has been arrested.",11,653,572,120,46
"Gallup: Obama approval up to 50%, highest since May '13",This is its highest point in almost 3 years...,401,14,94,7,26
"Who is Tom Holland, the new Spider-Man?",Here's your new Spider-Man: a 19-year-old Brit.,27,34,9,8,98
Rare L.A. mountain lion mauls koala in zoo,A mountain lion miraculously surviving in the Los Angeles mountains apparently breached a 9-foot fence at the L.A. Zoo and mauled a koala at night.,8,92,16,503,16
Ben Carson to endorse Donald Trump,"Dr. Ben Carson will endorse Donald J. Trump on Friday, multiple sources tell CNN.",909,701,1741,578,3006
Donald Trump rallies are turning violent,Observers are worried that Donald J. Trump is fostering a tense atmosphere at his rallies that is resulting in violent outbursts.,27,53,79,213,743
Donald Trump pressed for specifics of his worldview,"At the #GOPDebate, Donald J. Trump was grilled on how he really sees the world.",18,11,97,7,60
Why Bernie Sanders being Jewish isn't an issue for Muslim Americans,"Dearborn, Michigan, a city with a large Muslim population overwhelmingly voted for Bernie Sanders during this week's primaries.",404,21,53,6,10
Mac Miller: Donald Trump wants to 'make America white again','You say you want to make America great again but we all know what that really means.'Rapper Mac Miller  slammed Donald J. Trump  on The Nightly Show with Larry Wilmore.,717,75,707,31,173
Rich men's paychecks are getting fatter while poor are paid less,"'Middle America is angry -- they see a U.S. economy where a handful of rich get more, but the majority of Americans are working harder for less.'",20,9,9,79,408
FDA says GMO mosquito likely OK to fight Zika in Florida,It's a male mosquito genetically modified to pass on a lethal gene to his offspring.,52,157,6,9,43
U.S. says North Korean submarine missing,"The North Korean regime lost contact with one of its submarines earlier this week, U.S. officials told CNN.",33,278,745,26,38
"Trump supporters, protesters clash after Chicago rally postponed","Donald J. Trump's campaign postponed a rally in Chicago amid fights between supporters and demonstrators, protests in the streets and concerns that the environment at the event was no longer safe.",124,79,332,54,227
Obama derides GOP establishment's Trump dilemma,"Republicans should have seen Donald J. Trump coming, President Obama argued in front of Democratic donors.",141,9,120,6,46
Woman who sued Trump University wants out of case,She says she's tired of Donald J. Trump's public attacks.,20,20,109,12,134
Bryan Adams says guitar defaced by customs officials,Bryan Adams says Egyptian customs officials scribbled on his vintage six-string this week.,6,67,10,26,217
Clinton wins first-ever Northern Mariana Islands Democratic caucuses,"Hillary Clinton wins Northern Marianas, while Senator Ted Cruz has endorsement from 1 of Guam's 6 delegates.",87,20,87,8,18
Daylight saving time can be bad for your health,Don’t forget! The clocks move forward one hour tonight.,14,69,18,113,60
"Obama mocks Trump steaks, wine",“Has anybody tried that wine? How good can that wine be?” President Obama poked fun at Donald J. Trump and the GOP at a fundraiser in Texas.,607,21,1319,10,146
Trump swarmed by security on stage,The Secret Service rushed to shield Donald J. Trump after someone tried to jump a barrier during an Ohio rally on Saturday.,84,78,840,25,157
"Trump and the small hands equals small manhood myth, or reality?",Is there a real connection between hand size and penis size? We decided to investigate what the science says on the matter...,17,18,249,18,128
Trump: Rally violence was 'planned attack',"Donald J. Trump blames protesters for Chicago rally violence, calls it a 'disgrace.'",115,49,644,30,652
John Legend calls Donald Trump 'racist',John Legend let his feelings be known about Donald J. Trump Friday on Twitter.,1225,38,359,14,170
Overdue California quake may be more powerful,"The danger of a powerful earthquake hitting southern California is far greater than initially thought, scientists warn.",16,488,19,222,9
Two hurt after Iron Maiden plane collision,"Iron Maiden's personal Boeing 747, dubbed Ed Force One, collided with a tow truck Saturday.",19,289,18,163,13
"'Trump is a bully,' says man who rushed stage",Thomas DiMassimo said he's received thousands of death threats since trying to rush the stage at a Donald J. Trump rally. He denies ties to ISIS.,415,83,147,53,520
"7-Eleven customer shoots, kills hatchet-wielding attacker","A customer drinking coffee at a Seattle 7-Eleven drew a pistol and shot dead a hatchet-wielding man who went after him and the store clerk, authorities said.",278,318,44,27,14
6 takeaways from the Democratic town hall,"'Pathological liar,' 'political arson.'Bernie Sanders and Hillary Clinton both went after Donald J. Trump in the #DemTownHall.",146,10,82,6,42
Baseball legend Pete Rose is going to bat for Donald Trump,"Donald J. Trump tweeted a photo of a baseball signed by Pete Rose that reads, 'Please make America great again.'",214,45,122,74,552
